	NIntermedia8761	NcraNC12	Ndis8579	Nhispaniola8817	Nmetzenbergii10397	NsitophilaW1434	Ntet10752L9	Ntet2503L8	Ntet2508L6	Ntet9045L7
OG0002973	augustus-unitig_6|quiver-processed-gene-2.558-mRNA-1	XP_959882.1	jgi|Neudi1|82735|estExt_Genewise1.C_90051	augustus-scaffold447-processed-gene-0.2-mRNA-1	augustus-10397pb_lg7-processed-gene-3.576-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.490-mRNA-1	augustus-10752pb_lg7-processed-gene-2.664-mRNA-1	augustus-2503pb_lg7-processed-gene-2.681-mRNA-1	XP_009853769.1	augustus-9045pb_lg7-processed-gene-2.694-mRNA-1
OG0002974	augustus-unitig_6|quiver-processed-gene-2.475-mRNA-1	XP_959649.1	jgi|Neudi1|127765|estExt_fgenesh2_pg.C_90175	augustus-scaffold1115-processed-gene-0.0-mRNA-1	augustus-10397pb_lg7-processed-gene-3.495-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.398-mRNA-1	augustus-10752pb_lg7-processed-gene-2.578-mRNA-1	augustus-2503pb_lg7-processed-gene-2.600-mRNA-1	XP_009853600.1	augustus-9045pb_lg7-processed-gene-2.612-mRNA-1
OG0002975	augustus-unitig_6|quiver-processed-gene-2.513-mRNA-1	XP_960061.3	jgi|Neudi1|127697|estExt_fgenesh2_pg.C_90083	maker-scaffold2164-augustus-gene-0.23-mRNA-1	augustus-10397pb_lg7-processed-gene-3.171-mRNA-1	snap_masked-W1434pb_lg7-processed-gene-3.800-mRNA-1	augustus-10752pb_lg7-processed-gene-2.619-mRNA-1	augustus-2503pb_lg7-processed-gene-2.634-mRNA-1	XP_009853683.1	augustus-9045pb_lg7-processed-gene-2.645-mRNA-1
OG0002976	maker-unitig_6|quiver-augustus-gene-2.1716-mRNA-1	XP_959893.1	jgi|Neudi1|83184|estExt_Genewise1.C_90570	maker-scaffold1763-augustus-gene-0.219-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1754-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1527-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2115-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2166-mRNA-1	XP_009853510.1	maker-9045pb_lg7-augustus-gene-2.2208-mRNA-1
OG0002977	augustus-unitig_6|quiver-processed-gene-2.490-mRNA-1	XP_959733.1	jgi|Neudi1|140892|fgenesh3_pm.C_scaffold_9000121	augustus-scaffold504-processed-gene-0.26-mRNA-1	augustus-10397pb_lg7-processed-gene-3.146-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.115-mRNA-1	augustus-10752pb_lg7-processed-gene-2.596-mRNA-1	augustus-2503pb_lg7-processed-gene-2.611-mRNA-1	XP_009853629.1	augustus-9045pb_lg7-processed-gene-2.622-mRNA-1
OG0002978	snap_masked-unitig_6|quiver-processed-gene-2.1202-mRNA-1	XP_959903.3	jgi|Neudi1|83205|estExt_Genewise1.C_90591	snap_masked-scaffold1763-processed-gene-0.122-mRNA-1	snap_masked-10397pb_lg7-processed-gene-3.1238-mRNA-1	snap_masked-W1434pb_lg7-processed-gene-3.1053-mRNA-1	snap_masked-10752pb_lg7-processed-gene-2.1471-mRNA-1	snap_masked-2503pb_lg7-processed-gene-2.1517-mRNA-1	XP_009853501.1	snap_masked-9045pb_lg7-processed-gene-2.1545-mRNA-1
OG0002979	augustus-unitig_6|quiver-processed-gene-2.516-mRNA-1	XP_960068.1	jgi|Neudi1|101225|estExt_Genewise1Plus.C_90196	augustus-scaffold3-processed-gene-0.26-mRNA-1	augustus-10397pb_lg7-processed-gene-3.167-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.129-mRNA-1	augustus-10752pb_lg7-processed-gene-2.622-mRNA-1	augustus-2503pb_lg7-processed-gene-2.637-mRNA-1	XP_009853689.1	augustus-9045pb_lg7-processed-gene-2.648-mRNA-1
OG0002980	augustus-unitig_6|quiver-processed-gene-2.419-mRNA-1	XP_011395312.1	jgi|Neudi1|14721|aug-scaffold_9.g281	augustus-scaffold3036-processed-gene-0.51-mRNA-1	augustus-10397pb_lg7-processed-gene-3.437-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.340-mRNA-1	augustus-10752pb_lg7-processed-gene-2.522-mRNA-1	augustus-2503pb_lg7-processed-gene-2.543-mRNA-1	XP_009853483.1	augustus-9045pb_lg7-processed-gene-2.555-mRNA-1
OG0002981	augustus-unitig_6|quiver-processed-gene-2.440-mRNA-1	XP_959644.1	jgi|Neudi1|127825|estExt_fgenesh2_pg.C_90245	augustus-scaffold1763-processed-gene-0.7-mRNA-1	augustus-10397pb_lg7-processed-gene-3.460-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.363-mRNA-1	augustus-10752pb_lg7-processed-gene-2.545-mRNA-1	augustus-2503pb_lg7-processed-gene-2.566-mRNA-1	XP_009853530.1	augustus-9045pb_lg7-processed-gene-2.578-mRNA-1
OG0002982	augustus-unitig_6|quiver-processed-gene-2.442-mRNA-1	XP_959640.1	jgi|Neudi1|168119|estExt_fgenesh3_kg.C_90127	augustus-scaffold1763-processed-gene-0.5-mRNA-1	augustus-10397pb_lg7-processed-gene-3.462-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.365-mRNA-1	augustus-10752pb_lg7-processed-gene-2.547-mRNA-1	augustus-2503pb_lg7-processed-gene-2.568-mRNA-1	XP_009852781.1	augustus-9045pb_lg7-processed-gene-2.580-mRNA-1
OG0002983	augustus-unitig_6|quiver-processed-gene-2.401-mRNA-1	XP_959752.1	jgi|Neudi1|127900|estExt_fgenesh2_pg.C_90330	augustus-scaffold678-processed-gene-0.25-mRNA-1	augustus-10397pb_lg7-processed-gene-3.419-mRNA-1	augustus-W1434pb_lg7-processed-gene-2.177-mRNA-1	augustus-10752pb_lg7-processed-gene-2.505-mRNA-1	augustus-2503pb_lg7-processed-gene-2.526-mRNA-1	XP_009853441.1	augustus-9045pb_lg7-processed-gene-2.538-mRNA-1
OG0002984	maker-unitig_6|quiver-augustus-gene-2.1802-mRNA-1	XP_959885.1	jgi|Neudi1|82741|estExt_Genewise1.C_90057	maker-scaffold447-augustus-gene-0.360-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1843-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1626-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2206-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2253-mRNA-1	XP_009853771.1	maker-9045pb_lg7-augustus-gene-2.2301-mRNA-1
OG0002985	maker-unitig_6|quiver-augustus-gene-2.1735-mRNA-1	XP_959582.3	jgi|Neudi1|127794|estExt_fgenesh2_pg.C_90209	maker-scaffold1135-augustus-gene-0.67-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1773-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1547-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2137-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2188-mRNA-1	XP_009853567.1	maker-9045pb_lg7-snap-gene-2.2604-mRNA-1
OG0002986	augustus-unitig_6|quiver-processed-gene-2.503-mRNA-1	XP_960033.2	jgi|Neudi1|112675|fgenesh2_pg.C_scaffold_9000111	augustus-scaffold447-processed-gene-0.121-mRNA-1	augustus-10397pb_lg7-processed-gene-3.181-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.143-mRNA-1	augustus-10752pb_lg7-processed-gene-2.609-mRNA-1	augustus-2503pb_lg7-processed-gene-2.624-mRNA-1	XP_009852713.1	augustus-9045pb_lg7-processed-gene-2.635-mRNA-1
OG0002987	augustus-unitig_6|quiver-processed-gene-2.547-mRNA-1	XP_001728234.1	jgi|Neudi1|101121|estExt_Genewise1Plus.C_90067	augustus-scaffold447-processed-gene-0.13-mRNA-1	augustus-10397pb_lg7-processed-gene-3.565-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.479-mRNA-1	augustus-10752pb_lg7-processed-gene-2.654-mRNA-1	augustus-2503pb_lg7-processed-gene-2.671-mRNA-1	XP_009853752.1	augustus-9045pb_lg7-processed-gene-2.684-mRNA-1
OG0002988	augustus-unitig_6|quiver-processed-gene-2.463-mRNA-1	XP_959676.3	jgi|Neudi1|127784|estExt_fgenesh2_pg.C_90199	augustus-scaffold1115-processed-gene-0.14-mRNA-1	augustus-10397pb_lg7-processed-gene-3.482-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.385-mRNA-1	augustus-10752pb_lg7-processed-gene-2.567-mRNA-1	augustus-2503pb_lg7-processed-gene-2.588-mRNA-1	XP_009853578.1	augustus-9045pb_lg7-processed-gene-2.600-mRNA-1
OG0002989	augustus-unitig_6|quiver-processed-gene-2.536-mRNA-1	XP_959843.1	jgi|Neudi1|168010|estExt_fgenesh3_kg.C_90017	augustus-scaffold447-processed-gene-0.25-mRNA-1	augustus-10397pb_lg7-processed-gene-3.554-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.468-mRNA-1	augustus-10752pb_lg7-processed-gene-2.642-mRNA-1	augustus-2503pb_lg7-processed-gene-2.659-mRNA-1	XP_009853727.1	augustus-9045pb_lg7-processed-gene-2.672-mRNA-1
OG0002990	augustus-unitig_6|quiver-processed-gene-2.484-mRNA-1	XP_959568.1	jgi|Neudi1|101335|estExt_Genewise1Plus.C_90324	augustus-scaffold2317-processed-gene-0.0-mRNA-1	augustus-10397pb_lg7-processed-gene-3.135-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.408-mRNA-1	snap_masked-10752pb_lg7-processed-gene-2.1535-mRNA-1	augustus-2503pb_lg7-processed-gene-2.170-mRNA-1	XP_009852796.1	augustus-9045pb_lg7-processed-gene-2.173-mRNA-1
OG0002991	augustus-unitig_6|quiver-processed-gene-2.515-mRNA-1	XP_960067.1	jgi|Neudi1|63906|e_gw1.9.31.1	augustus-scaffold3-processed-gene-0.25-mRNA-1	augustus-10397pb_lg7-processed-gene-3.168-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.130-mRNA-1	augustus-10752pb_lg7-processed-gene-2.621-mRNA-1	augustus-2503pb_lg7-processed-gene-2.636-mRNA-1	XP_009853688.1	augustus-9045pb_lg7-processed-gene-2.647-mRNA-1
OG0002992	augustus-unitig_6|quiver-processed-gene-2.388-mRNA-1	XP_959470.2	jgi|Neudi1|26674|scaffold_9-snap.397.1	augustus-scaffold708-processed-gene-0.21-mRNA-1	augustus-10397pb_lg7-processed-gene-3.406-mRNA-1	augustus-W1434pb_lg7-processed-gene-2.164-mRNA-1	augustus-10752pb_lg7-processed-gene-2.492-mRNA-1	augustus-2503pb_lg7-processed-gene-2.513-mRNA-1	XP_009853424.1	augustus-9045pb_lg7-processed-gene-2.525-mRNA-1
OG0002993	maker-unitig_6|quiver-augustus-gene-2.1696-mRNA-1	XP_959748.1	jgi|Neudi1|83335|estExt_Genewise1.C_90729	maker-scaffold678-augustus-gene-0.118-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1735-mRNA-1	maker-W1434pb_lg7-augustus-gene-2.614-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2094-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2147-mRNA-1	XP_009853444.1	maker-9045pb_lg7-augustus-gene-2.2187-mRNA-1
OG0002994	augustus-unitig_6|quiver-processed-gene-2.461-mRNA-1	XP_959673.1	jgi|Neudi1|162879|fgenesh3_kg.9__102__38_2_CCSY	augustus-scaffold1322-processed-gene-0.1-mRNA-1	augustus-10397pb_lg7-processed-gene-3.480-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.383-mRNA-1	augustus-10752pb_lg7-processed-gene-2.565-mRNA-1	augustus-2503pb_lg7-processed-gene-2.586-mRNA-1	XP_009853575.1	augustus-9045pb_lg7-processed-gene-2.598-mRNA-1
OG0002995	maker-unitig_6|quiver-augustus-gene-2.1799-mRNA-1	XP_959878.1	jgi|Neudi1|101098|estExt_Genewise1Plus.C_90042	maker-scaffold447-augustus-gene-0.363-mRNA-1	augustus-10397pb_lg7-processed-gene-3.573-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1623-mRNA-1	maker-10752pb_lg7-snap-gene-2.2572-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2251-mRNA-1	XP_009853766.1	maker-9045pb_lg7-augustus-gene-2.2299-mRNA-1
OG0002996	augustus-unitig_6|quiver-processed-gene-2.390-mRNA-1	XP_959468.1	jgi|Neudi1|157397|estExt_fgenesh3_pm.C_90319	augustus-scaffold3481-processed-gene-0.3-mRNA-1	augustus-10397pb_lg7-processed-gene-3.408-mRNA-1	augustus-W1434pb_lg7-processed-gene-2.166-mRNA-1	augustus-10752pb_lg7-processed-gene-2.494-mRNA-1	augustus-2503pb_lg7-processed-gene-2.515-mRNA-1	XP_009853426.1	augustus-9045pb_lg7-processed-gene-2.527-mRNA-1
OG0002997	maker-unitig_6|quiver-snap-gene-2.1973-mRNA-1	XP_959925.2	jgi|Neudi1|127869|estExt_fgenesh2_pg.C_90292	maker-scaffold3036-snap-gene-0.187-mRNA-1	maker-10397pb_lg7-snap-gene-3.2009-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1761-mRNA-1	maker-10752pb_lg7-snap-gene-2.2463-mRNA-1	maker-2503pb_lg7-snap-gene-2.2516-mRNA-1	XP_009853481.1	maker-9045pb_lg7-snap-gene-2.2571-mRNA-1
OG0002998	augustus-unitig_6|quiver-processed-gene-2.423-mRNA-1	XP_959915.3	jgi|Neudi1|63960|e_gw1.9.214.1	augustus-scaffold1763-processed-gene-0.26-mRNA-1	augustus-10397pb_lg7-processed-gene-3.441-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.344-mRNA-1	augustus-10752pb_lg7-processed-gene-2.526-mRNA-1	augustus-2503pb_lg7-processed-gene-2.547-mRNA-1	XP_009853492.1	augustus-9045pb_lg7-processed-gene-2.559-mRNA-1
OG0002999	maker-unitig_6|quiver-augustus-gene-2.1758-mRNA-1	XP_959731.1	jgi|Neudi1|127742|estExt_fgenesh2_pg.C_90143	maker-scaffold504-augustus-gene-0.113-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1685-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1472-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2162-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2213-mRNA-1	XP_009853631.1	maker-9045pb_lg7-augustus-gene-2.2256-mRNA-1
OG0003000	augustus-unitig_6|quiver-processed-gene-2.527-mRNA-1	XP_001728235.1	jgi|Neudi1|36401|gw1.9.361.1	augustus-scaffold447-processed-gene-0.118-mRNA-1	augustus-10397pb_lg7-processed-gene-3.185-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.146-mRNA-1	augustus-10752pb_lg7-processed-gene-2.634-mRNA-1	augustus-2503pb_lg7-processed-gene-2.650-mRNA-1	XP_009852751.1	augustus-9045pb_lg7-processed-gene-2.662-mRNA-1
OG0003001	maker-unitig_6|quiver-augustus-gene-2.1729-mRNA-1	XP_959527.1	jgi|Neudi1|168109|estExt_fgenesh3_kg.C_90117	augustus-scaffold2910-processed-gene-0.8-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1768-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1543-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2132-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2183-mRNA-1	XP_009853551.1	maker-9045pb_lg7-augustus-gene-2.2225-mRNA-1
OG0003002	augustus-unitig_6|quiver-processed-gene-2.430-mRNA-1	XP_011395115.1	jgi|Neudi1|157318|estExt_fgenesh3_pm.C_90237	augustus-scaffold1763-processed-gene-0.19-mRNA-1	augustus-10397pb_lg7-processed-gene-3.448-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.351-mRNA-1	augustus-10752pb_lg7-processed-gene-2.533-mRNA-1	augustus-2503pb_lg7-processed-gene-2.554-mRNA-1	XP_009853507.1	augustus-9045pb_lg7-processed-gene-2.566-mRNA-1
OG0003003	maker-unitig_6|quiver-augustus-gene-2.1727-mRNA-1	XP_959633.1	jgi|Neudi1|157289|estExt_fgenesh3_pm.C_90205	maker-scaffold1763-augustus-gene-0.206-mRNA-1	augustus-10397pb_lg7-processed-gene-3.467-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1539-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2128-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2179-mRNA-1	XP_009853540.1	maker-9045pb_lg7-augustus-gene-2.2221-mRNA-1
OG0003004	maker-unitig_6|quiver-augustus-gene-2.1714-mRNA-1	XP_959900.1	jgi|Neudi1|127845|estExt_fgenesh2_pg.C_90268	maker-scaffold1763-augustus-gene-0.221-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1752-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1525-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2113-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2164-mRNA-1	XP_009853504.1	maker-9045pb_lg7-augustus-gene-2.2206-mRNA-1
OG0003005	maker-unitig_6|quiver-augustus-gene-2.1710-mRNA-1	XP_959912.1	jgi|Neudi1|127856|estExt_fgenesh2_pg.C_90279	maker-scaffold1763-augustus-gene-0.224-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1749-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1521-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2109-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2161-mRNA-1	XP_009853494.1	maker-9045pb_lg7-augustus-gene-2.2202-mRNA-1
OG0003006	maker-unitig_6|quiver-augustus-gene-2.1772-mRNA-1	XP_960062.1	jgi|Neudi1|101239|estExt_Genewise1Plus.C_90212	maker-scaffold3-augustus-gene-0.111-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1701-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1486-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2178-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2226-mRNA-1	XP_009853684.1	maker-9045pb_lg7-augustus-gene-2.2271-mRNA-1
OG0003007	maker-unitig_6|quiver-augustus-gene-2.1722-mRNA-1	XP_959646.1	jgi|Neudi1|157302|estExt_fgenesh3_pm.C_90218	maker-scaffold1763-augustus-gene-0.211-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1762-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1534-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2123-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2174-mRNA-1	XP_009853528.1	maker-9045pb_lg7-augustus-gene-2.2216-mRNA-1
OG0003008	maker-unitig_6|quiver-snap-gene-2.1966-mRNA-1	XP_959477.1	jgi|Neudi1|127891|estExt_fgenesh2_pg.C_90319	maker-scaffold678-snap-gene-0.138-mRNA-1	snap_masked-10397pb_lg7-processed-gene-3.1218-mRNA-1	snap-W1434pb_lg7-processed-gene-3.1214-mRNA-1	maker-10752pb_lg7-snap-gene-2.2454-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2151-mRNA-1	XP_009853451.1	maker-9045pb_lg7-augustus-gene-2.2192-mRNA-1
OG0003009	augustus-unitig_6|quiver-processed-gene-2.549-mRNA-1	XP_959869.2	jgi|Neudi1|167998|estExt_fgenesh3_kg.C_90005	augustus-scaffold447-processed-gene-0.11-mRNA-1	augustus-10397pb_lg7-processed-gene-3.567-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.481-mRNA-1	augustus-10752pb_lg7-processed-gene-2.656-mRNA-1	augustus-2503pb_lg7-processed-gene-2.673-mRNA-1	XP_009853757.1	augustus-9045pb_lg7-processed-gene-2.686-mRNA-1
OG0003010	maker-unitig_6|quiver-augustus-gene-2.1795-mRNA-1	XP_001728233.2	jgi|Neudi1|127626|estExt_fgenesh2_pg.C_90006	maker-scaffold447-snap-gene-0.420-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1837-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1618-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2200-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2247-mRNA-1	XP_009853753.1	maker-9045pb_lg7-augustus-gene-2.2295-mRNA-1
OG0003011	maker-unitig_6|quiver-augustus-gene-2.1754-mRNA-1	XP_959571.3	jgi|Neudi1|101328|estExt_Genewise1Plus.C_90317	maker-scaffold504-augustus-gene-0.111-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1678-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1567-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2158-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2038-mRNA-1	XP_009853624.1	maker-9045pb_lg7-augustus-gene-2.2074-mRNA-1
OG0003012	maker-unitig_6|quiver-snap-gene-2.2034-mRNA-1	XP_959742.1	jgi|Neudi1|140876|fgenesh3_pm.C_scaffold_9000105	maker-scaffold2043-snap-gene-0.101-mRNA-1	maker-10397pb_lg7-snap-gene-3.2066-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1713-mRNA-1	maker-10752pb_lg7-snap-gene-2.2531-mRNA-1	maker-2503pb_lg7-snap-gene-2.2579-mRNA-1	XP_009853653.1	snap_masked-9045pb_lg7-processed-gene-2.1617-mRNA-1
OG0003013	augustus-unitig_6|quiver-processed-gene-2.465-mRNA-1	XP_959678.3	jgi|Neudi1|101410|estExt_Genewise1Plus.C_90406	augustus-scaffold1115-processed-gene-0.12-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1776-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.387-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2140-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2191-mRNA-1	XP_009853581.1	maker-9045pb_lg7-augustus-gene-2.2233-mRNA-1
OG0003014	maker-unitig_6|quiver-augustus-gene-2.1703-mRNA-1	XP_959949.1	jgi|Neudi1|83318|estExt_Genewise1.C_90709	maker-scaffold3036-augustus-gene-0.156-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1742-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1514-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2101-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2153-mRNA-1	XP_009853458.1	maker-9045pb_lg7-augustus-gene-2.2194-mRNA-1
OG0003015	maker-unitig_6|quiver-augustus-gene-2.1789-mRNA-1	XP_959849.1	jgi|Neudi1|82767|estExt_Genewise1.C_90088	maker-scaffold447-augustus-gene-0.372-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1832-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1614-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2196-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2244-mRNA-1	XP_009853734.1	maker-9045pb_lg7-augustus-gene-2.2291-mRNA-1
OG0003016	augustus-unitig_6|quiver-processed-gene-2.499-mRNA-1	XP_959743.1	jgi|Neudi1|168059|estExt_fgenesh3_kg.C_90066	maker-scaffold2043-augustus-gene-0.89-mRNA-1	augustus-10397pb_lg7-processed-gene-3.512-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1476-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2168-mRNA-1	augustus-2503pb_lg7-processed-gene-2.620-mRNA-1	XP_009852806.1	maker-9045pb_lg7-augustus-gene-2.2262-mRNA-1
OG0003017	maker-unitig_6|quiver-augustus-gene-2.1801-mRNA-1	XP_959880.1	jgi|Neudi1|168000|estExt_fgenesh3_kg.C_90007	maker-scaffold447-augustus-gene-0.361-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1842-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1625-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2205-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2252-mRNA-1	XP_009853767.1	maker-9045pb_lg7-augustus-gene-2.2300-mRNA-1
OG0003018	augustus-unitig_6|quiver-processed-gene-2.495-mRNA-1	XP_959577.2	jgi|Neudi1|157207|estExt_fgenesh3_pm.C_90108	augustus-scaffold504-processed-gene-0.32-mRNA-1	augustus-10397pb_lg7-processed-gene-3.140-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.109-mRNA-1	augustus-10752pb_lg7-processed-gene-2.601-mRNA-1	augustus-2503pb_lg7-processed-gene-2.617-mRNA-1	XP_009853641.1	augustus-9045pb_lg7-processed-gene-2.627-mRNA-1
OG0003019	maker-unitig_6|quiver-augustus-gene-2.1687-mRNA-1	XP_957881.1	jgi|Neudi1|168191|estExt_fgenesh3_kg.C_90200	maker-scaffold708-augustus-gene-0.77-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1727-mRNA-1	augustus-W1434pb_lg7-processed-gene-2.163-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2084-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2138-mRNA-1	XP_009853422.1	maker-9045pb_lg7-augustus-gene-2.2178-mRNA-1
OG0003020	maker-unitig_6|quiver-augustus-gene-2.1731-mRNA-1	XP_959595.3	jgi|Neudi1|127802|estExt_fgenesh2_pg.C_90219	maker-scaffold1135-augustus-gene-0.64-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1770-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1545-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2134-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2185-mRNA-1	XP_009852808.1	maker-9045pb_lg7-augustus-gene-2.2227-mRNA-1
OG0003021	augustus-unitig_6|quiver-processed-gene-2.544-mRNA-1	XP_959856.1	jgi|Neudi1|157135|estExt_fgenesh3_pm.C_90029	augustus-scaffold447-processed-gene-0.17-mRNA-1	augustus-10397pb_lg7-processed-gene-3.562-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.476-mRNA-1	augustus-10752pb_lg7-processed-gene-2.650-mRNA-1	augustus-2503pb_lg7-processed-gene-2.667-mRNA-1	XP_009853742.1	augustus-9045pb_lg7-processed-gene-2.680-mRNA-1
OG0003022	maker-unitig_6|quiver-augustus-gene-2.1737-mRNA-1	XP_959677.2	jgi|Neudi1|127783|estExt_fgenesh2_pg.C_90197	maker-scaffold1115-augustus-gene-0.114-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1775-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1549-mRNA-1	maker-10752pb_lg7-snap-gene-2.2498-mRNA-1	maker-2503pb_lg7-snap-gene-2.2551-mRNA-1	XP_009853580.1	maker-9045pb_lg7-snap-gene-2.2606-mRNA-1
OG0003023	maker-unitig_6|quiver-augustus-gene-2.1728-mRNA-1	XP_959631.1	jgi|Neudi1|127813|estExt_fgenesh2_pg.C_90233	maker-scaffold1556-snap-gene-0.39-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1766-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1540-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2129-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2180-mRNA-1	XP_009853542.1	maker-9045pb_lg7-augustus-gene-2.2222-mRNA-1
OG0003024	maker-unitig_6|quiver-snap-gene-2.1986-mRNA-1	XP_959498.2	jgi|Neudi1|64308|e_gw1.9.597.1	maker-scaffold1763-snap-gene-0.272-mRNA-1	maker-10397pb_lg7-snap-gene-3.1888-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1661-mRNA-1	augustus-10752pb_lg7-processed-gene-2.110-mRNA-1	augustus-2503pb_lg7-processed-gene-2.114-mRNA-1	XP_009853520.1	maker-9045pb_lg7-snap-gene-2.2386-mRNA-1
